0.00000	0.00000
0.00000	0.10000
0.10000	0.42500
0.25000	0.80625
0.42500	1.20156
0.61250	1.60039
0.80625	2.00010
1.00313	2.40002
1.20156	2.80001
1.40078	3.20000
1.60039	3.60000
1.80020	4.00000
2.00010	4.40000
2.20005	4.80000
2.40002	5.20000
2.60001	5.60000
2.80001	6.00000
3.00000	6.40000
3.20000	6.80000
3.40000	7.20000
3.60000	7.60000
3.80000	8.00000
4.00000	8.40000
4.20000	8.80000
4.40000	9.20000
4.60000	9.60000
4.80000	10.00000
5.00000	10.40000
5.20000	10.80000
5.40000	11.20000
5.60000	11.60000
5.80000	12.00000
6.00000	12.40000
6.20000	12.80000
6.40000	13.20000
6.60000	13.60000
6.80000	14.00000
7.00000	14.40000
7.20000	14.80000
7.40000	15.20000
7.60000	15.60000
7.80000	16.00000
8.00000	16.40000
8.20000	16.80000
8.40000	17.20000
8.60000	17.60000
8.80000	18.00000
9.00000	18.40000
9.20000	18.80000
9.40000	19.20000
9.60000	19.60000
9.80000	20.00000
10.00000	20.40000
10.20000	20.80000
10.40000	21.20000
10.60000	21.60000
10.80000	22.00000
11.00000	22.40000
11.20000	22.80000
11.40000	23.20000
11.60000	23.60000
11.80000	24.00000
12.00000	24.40000
12.20000	24.80000
12.40000	25.20000
12.60000	25.60000
12.80000	26.00000
13.00000	26.40000
13.20000	26.80000
13.40000	27.20000
13.60000	27.60000
13.80000	28.00000
14.00000	28.40000
14.20000	28.80000
14.40000	29.20000
14.60000	29.60000
14.80000	30.00000
15.00000	30.40000
15.20000	30.80000
15.40000	31.20000
15.60000	31.60000
15.80000	32.00000
16.00000	32.40000
16.20000	32.80000
16.40000	33.20000
16.60000	33.60000
16.80000	34.00000
17.00000	34.40000
17.20000	34.80000
17.40000	35.20000
17.60000	35.60000
17.80000	36.00000
18.00000	36.40000
18.20000	36.80000
18.40000	37.20000
18.60000	37.60000
18.80000	38.00000
19.00000	38.40000
19.20000	38.80000
19.40000	39.20000
19.60000	0.00000
19.80000	0.00000
20.00000	0.00000
20.20000	0.00000
20.40000	-0.00000
20.60000	0.00000
20.80000	0.00000
21.00000	0.00000
21.20000	0.00000
21.40000	0.00000
21.60000	0.00000
21.80000	0.00000
22.00000	0.00000
22.20000	0.00000
22.40000	0.00000
22.60000	0.00000
22.80000	0.00000
23.00000	0.00000
23.20000	0.00000
23.40000	0.00000
23.60000	0.00000
23.80000	0.00000
24.00000	0.00000
24.20000	0.00000
24.40000	0.00000
24.60000	0.00000
24.80000	0.00000
25.00000	0.00000
25.20000	0.00000
25.40000	0.00000
25.60000	0.00000
25.80000	440786105200412120160505083562422992502003710387479336822732081856512.00000
26.00000	0.00000
26.20000	0.00000
26.40000	0.00000
26.60000	0.00000
26.80000	0.00000
27.00000	0.00000
27.20000	0.00000
27.40000	0.00000
27.60000	0.00000
27.80000	0.00000
28.00000	0.00000
28.20000	0.00000
28.40000	0.00000
28.60000	0.00000
28.80000	0.00000
29.00000	0.00000
29.20000	0.00000
29.40000	0.00000
29.60000	0.00000
29.80000	0.00000
30.00000	0.00000
30.20000	0.00000
30.40000	0.00000
30.60000	0.00000
30.80000	0.00000
31.00000	0.00000
31.20000	0.00000
31.40000	0.00000
31.60000	0.00000
31.80000	0.00000
32.00000	0.00000
32.20000	0.00000
32.40000	0.00000
32.60000	0.00000
32.80000	0.00000
33.00000	0.00000
33.20000	0.00000
33.40000	0.00000
33.60000	0.00000
33.80000	0.00000
34.00000	0.00000
34.20000	0.00000
34.40000	0.00000
34.60000	0.00000
34.80000	0.00000
35.00000	0.00000
35.20000	0.00000
35.40000	0.00000
35.60000	0.00000
35.80000	0.00000
36.00000	0.00000
36.20000	0.00000
36.40000	0.00000
36.60000	0.00000
36.80000	0.00000
37.00000	0.00000
37.20000	0.00000
37.40000	0.00000
37.60000	0.00000
37.80000	0.00000
38.00000	0.00000
38.20000	0.00000
38.40000	0.00000
38.60000	0.00000
38.80000	0.00000
39.00000	0.00000
39.20000	0.00000
39.40000	0.00000
